gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,1,72,1,2,1,2,2,2,2,0,2,2,0,1,107.45,5851,0
0,0,1,1,72,1,2,0,2,2,2,0,2,2,2,1,1,83.6,4883,0
1,1,1,0,54,1,2,1,0,0,2,0,2,2,0,1,1,99.05,4428,0
0,0,1,0,59,1,2,0,0,2,0,2,2,2,1,1,2,80.1,3976,0
1,0,0,0,54,1,0,0,2,2,0,0,2,0,2,1,0,65.3,3048,0
1,0,0,0,60,1,2,1,0,0,2,0,2,0,2,1,2,89.55,4384,0
0,0,1,0,60,0,1,0,0,2,2,2,2,2,2,0,1,60.8,3120,0
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,74.5,1786,0
0,0,1,0,69,1,2,1,2,0,0,0,2,2,2,0,0,99.15,5423,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.25,1480,0
1,0,1,1,50,0,1,0,2,0,0,0,2,0,0,1,1,39.45,1656,0
0,0,0,0,56,0,1,0,0,0,0,0,2,2,0,1,1,44.85,2220,0
0,0,1,0,60,1,0,1,2,0,0,2,2,2,2,1,2,97.2,4649,0
1,1,1,0,69,1,2,1,2,0,2,2,2,2,1,1,3,110.55,5831,0
0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,35.05,3029,1
0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,73.0,5662,1
0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.9,3823,0
1,0,1,1,60,1,0,0,0,2,0,2,2,2,2,0,0,76.95,3874,0
0,0,0,0,13,0,1,0,0,0,2,2,0,0,2,0,3,35.4,3827,0
1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.45,541,0
0,0,0,0,45,1,2,1,2,2,0,0,0,2,1,0,0,96.75,3769,0
0,0,0,0,25,0,1,0,0,0,2,2,2,2,1,0,2,54.2,778,0
1,0,0,0,44,1,0,1,0,0,2,2,2,2,2,0,0,100.1,3715,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.25,5715,0
1,1,0,0,33,1,2,1,0,2,2,0,0,0,0,1,1,83.85,2356,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1,5503,1
0,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,0,20.85,3828,0
0,0,0,0,35,0,1,0,0,0,2,2,0,0,0,1,3,33.45,328,0
0,0,1,1,29,1,0,2,1,1,1,1,1,1,2,0,3,20.2,4620,0
1,1,1,0,27,1,2,1,2,0,2,0,0,0,1,1,2,85.9,1856,0
1,0,0,1,54,1,0,0,0,2,2,2,0,0,1,1,2,61.0,2855,0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.65,771,1
1,0,0,0,57,1,2,1,0,0,0,0,2,0,1,1,2,86.9,4185,0
1,0,0,0,62,1,2,0,2,2,2,2,0,0,2,0,0,69.4,3614,0
0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,1,20.35,2909,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,2861,1
0,0,1,0,70,1,2,1,0,0,2,2,2,2,2,1,0,104.3,5619,0
0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,1,2,44.95,6381,0
0,0,0,1,23,1,0,0,0,0,0,2,0,0,1,1,2,49.45,227,0
1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,20.6,298,0
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,19.55,5382,0
0,0,0,0,3,1,0,1,2,0,2,0,2,2,0,1,1,99.0,2477,1
0,0,0,0,23,1,2,1,0,0,0,0,2,2,0,1,2,93.5,1976,0
1,0,0,0,26,0,1,0,2,0,0,2,2,2,1,0,1,54.55,657,0
0,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,3,20.05,1103,0
1,0,0,0,26,1,2,1,0,0,0,0,0,2,0,1,2,83.95,1890,1
1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,79.45,834,0
1,0,0,0,67,1,2,1,2,2,2,2,2,2,2,0,1,116.2,5894,1
0,0,1,0,71,1,2,1,0,0,0,0,2,2,2,1,0,93.7,5254,1
0,0,0,0,59,1,2,0,2,2,2,2,0,2,1,0,1,79.85,4045,0
1,0,1,1,39,1,2,1,0,0,2,0,2,2,1,0,2,100.0,3282,0
1,0,0,1,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,3393,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.7,1488,1
0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.2,58,0
0,1,1,0,31,0,1,0,2,2,2,0,0,2,1,1,1,50.4,1032,0
0,0,1,1,64,1,2,1,2,2,2,2,2,2,1,0,2,113.35,5631,0
1,0,1,1,46,1,2,1,0,2,0,0,0,0,0,1,0,80.0,3233,0
0,0,0,0,52,1,2,0,0,0,2,2,2,2,2,1,0,80.95,3611,0
0,0,1,1,67,1,2,2,1,1,1,1,1,1,2,1,3,24.9,1174,0
0,1,0,0,67,1,2,0,0,2,0,0,0,0,0,0,2,54.9,3208,0
0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.55,3523,1
0,0,1,0,71,1,2,1,0,2,2,2,2,2,2,0,2,109.25,5872,0
0,0,0,0,9,1,0,1,0,0,0,0,2,0,0,1,0,77.65,5599,1
0,1,0,0,26,1,2,1,2,2,0,0,0,2,0,1,2,95.0,2143,1
1,0,0,0,71,1,2,1,2,2,2,2,2,2,1,1,0,116.3,6140,0
0,0,0,0,32,1,0,2,1,1,1,1,1,1,0,0,0,19.9,4921,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.35,709,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.6,1463,0
0,0,0,0,60,0,1,0,2,0,2,0,0,2,1,1,2,44.45,2405,0
0,1,0,0,55,1,2,1,0,0,2,0,2,2,1,1,2,100.15,4497,0
1,0,0,0,54,1,0,1,2,2,0,2,2,2,1,1,1,105.4,4672,1
1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,1,2,95.85,1573,1
0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,3,73.85,3423,0
0,0,1,1,48,1,0,0,2,2,2,0,0,2,2,1,1,70.1,2815,0
1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1023,0
1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,79.15,5963,1
1,0,0,1,12,1,0,2,1,1,1,1,1,1,0,0,1,21.05,1992,0
1,1,1,0,54,0,1,0,0,0,0,0,0,0,0,1,0,24.95,661,0
0,0,1,1,30,1,0,0,0,0,2,2,2,0,1,1,2,64.5,1592,0
0,0,1,0,30,1,0,2,1,1,1,1,1,1,0,0,0,19.65,5237,1
0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,79.0,2634,1
0,0,0,0,40,1,2,1,0,0,2,2,2,2,1,1,1,105.95,3687,0
0,0,1,1,9,1,0,1,0,0,0,2,0,0,0,1,2,75.85,5195,0
0,0,1,1,17,1,0,1,2,0,0,2,2,0,0,0,2,91.85,1026,1
0,0,0,0,62,0,1,0,0,2,2,0,0,2,2,1,1,43.6,2387,0
1,0,0,0,28,1,0,1,0,2,0,2,2,0,1,1,0,91.25,2132,0
0,0,0,0,70,1,2,0,2,2,2,2,2,2,2,0,1,89.75,5133,0
0,0,0,0,46,1,0,1,0,2,2,2,2,2,2,1,0,104.4,4155,0
0,0,1,0,23,1,2,1,0,0,2,0,0,2,0,0,3,90.15,1677,0
1,0,1,1,47,0,1,0,2,0,2,2,0,0,1,0,2,40.3,1335,0
1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,0,105.25,5613,0
0,1,0,0,60,1,2,1,0,0,2,2,2,2,1,1,2,106.0,5181,1
0,0,0,1,67,1,2,1,0,2,0,2,2,2,2,1,2,104.0,5538,0
0,0,0,0,14,1,0,0,0,0,0,2,2,2,0,1,2,69.65,6374,0
1,0,1,1,57,1,2,1,0,0,0,0,0,0,0,1,2,74.3,3437,0
0,0,1,1,55,1,2,1,2,0,0,0,2,2,1,0,3,100.9,4527,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,1611,0
1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,3,49.9,4147,1
1,0,0,0,23,1,2,1,0,0,2,2,2,0,0,1,1,96.9,1713,0
0,0,0,0,13,1,2,1,2,0,0,0,2,2,0,1,2,100.35,649,1
1,0,1,0,47,1,2,1,0,2,2,0,2,2,0,1,2,104.1,4320,0
1,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,20.1,5670,0
0,1,1,0,38,1,2,1,0,0,0,0,0,0,0,1,0,74.95,2476,1
0,1,0,0,2,1,2,0,0,2,0,0,0,0,0,1,1,56.55,334,0
1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,1,49.25,4138,1
1,0,1,0,15,1,0,1,0,0,0,0,0,0,0,1,0,68.6,207,0
0,0,0,0,26,1,0,1,0,0,0,0,0,0,0,1,1,69.05,1369,0
0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,1,19.7,5671,0
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,1,3,20.05,5771,0
1,0,1,1,50,1,2,1,0,2,0,2,2,2,0,0,2,103.7,4291,1
1,0,1,0,42,1,2,1,2,0,2,0,0,2,0,1,2,94.4,3430,0
1,0,1,0,10,1,0,0,2,0,0,2,0,0,0,1,1,54.95,4691,0
0,0,1,0,61,1,0,1,2,2,0,2,0,2,1,0,0,93.7,4817,0
0,0,0,0,68,1,2,1,2,2,0,2,2,2,2,0,1,110.25,5653,0
1,0,0,0,10,1,0,1,2,0,2,0,2,2,1,1,2,98.9,125,0
1,0,1,0,65,1,2,1,2,2,2,0,0,0,1,0,2,89.75,4761,1
0,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,0,80.45,4830,0
1,0,1,1,55,1,0,1,0,2,0,2,0,0,0,0,2,79.4,3615,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.3,1612,1
0,0,0,0,7,1,0,0,0,0,2,2,0,2,0,0,0,62.8,3573,0
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,74.9,654,0
0,0,0,0,9,1,0,1,2,0,0,0,0,0,0,1,2,74.85,5556,0
1,0,0,1,27,1,2,2,1,1,1,1,1,1,2,1,1,25.85,5949,0
1,1,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,101.95,5521,1
0,0,1,0,64,1,0,0,0,2,2,2,0,2,2,1,3,68.3,3716,0
1,0,0,0,70,0,1,0,2,0,2,2,0,2,2,0,0,48.4,2983,0
1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,94.0,1361,1
1,1,0,0,67,1,0,1,2,2,0,2,2,2,2,1,2,105.05,5612,0
0,0,0,0,45,1,2,1,0,2,0,0,2,0,0,1,1,89.3,3434,1
0,0,0,0,24,1,2,2,1,1,1,1,1,1,2,0,1,25.15,4591,0
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,1,19.5,6469,0
1,0,1,1,44,1,0,1,0,0,2,0,2,2,0,1,0,92.95,3517,0
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,3,20.7,879,0
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,1,74.3,5717,1
1,0,0,0,66,1,0,2,1,1,1,1,1,1,2,0,0,19.35,442,0
1,0,0,0,1,0,1,0,0,2,0,2,0,2,0,1,3,44.65,3745,1
1,0,1,1,13,1,0,1,2,0,0,0,0,2,0,0,2,84.05,189,1
1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,0,80.7,5951,1
1,1,1,0,65,1,2,1,0,2,2,0,2,2,0,1,2,104.35,5248,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485,0
1,0,1,1,38,1,0,0,2,2,2,2,2,0,1,0,2,74.05,2431,0
1,0,0,1,23,0,1,0,2,0,2,2,0,0,2,0,3,40.1,6235,0
0,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,3,20.1,1397,0
1,0,0,1,4,1,2,1,0,2,0,0,2,2,0,1,2,101.7,3143,1
1,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,83.55,4977,0
0,0,1,0,35,1,0,0,0,2,0,2,0,0,0,0,2,56.85,1431,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,1614,1
0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,19.55,155,0
1,0,1,1,70,1,0,1,0,2,2,2,2,2,1,1,2,106.15,5760,0
1,0,1,1,38,1,2,0,0,2,2,0,2,2,1,0,1,78.95,2470,0
0,0,1,1,60,0,1,0,0,2,0,0,2,2,0,1,2,49.75,2665,0
1,0,0,0,26,1,2,1,2,2,0,0,2,0,0,1,1,92.4,1985,0
0,0,0,0,8,1,0,0,2,2,0,2,0,0,1,0,0,58.2,3969,0
1,0,1,1,41,1,2,1,0,0,2,2,2,2,1,1,2,102.6,3596,1
0,1,1,0,36,1,2,1,0,2,0,0,2,0,0,1,1,91.95,2869,0
1,1,0,0,54,1,0,0,0,0,2,2,0,2,1,0,0,65.25,3058,0
1,0,1,1,71,1,2,1,0,2,2,0,2,2,2,1,0,106.0,5881,1
0,0,0,0,55,1,2,1,0,0,0,0,0,0,0,1,2,73.1,3539,0
0,0,0,0,72,1,2,0,2,2,0,0,0,0,2,0,0,59.75,3636,0
0,0,0,1,3,1,0,0,2,0,0,2,0,0,0,1,3,55.1,974,1
0,0,1,1,54,1,2,0,0,2,2,0,0,0,2,1,0,59.8,2825,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.6,6153,0
1,0,0,0,52,1,2,1,2,0,2,2,2,2,2,1,2,109.3,4734,0
0,1,0,0,60,1,2,1,2,0,0,0,2,2,1,1,0,101.4,5034,0
0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,1,50.65,1504,0
0,0,0,0,15,1,0,0,0,0,0,0,2,0,1,0,3,56.15,6403,0
1,0,0,0,69,1,2,1,0,0,2,2,2,2,2,1,0,106.5,5693,1
1,0,1,1,43,1,0,2,1,1,1,1,1,1,1,1,3,19.2,5896,0
0,1,0,0,63,1,2,0,2,2,2,2,2,0,1,0,0,83.0,4394,0
1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.1,749,0
0,0,1,1,72,1,0,1,2,2,2,2,2,2,2,1,0,108.3,5858,0
0,0,1,1,32,1,2,1,0,0,2,0,0,2,0,1,0,91.05,2551,1
1,0,1,1,40,1,2,2,1,1,1,1,1,1,2,0,1,25.25,14,0
0,0,1,0,58,0,1,0,2,2,0,0,2,0,1,1,2,45.35,2194,0
1,0,0,0,67,0,1,0,2,0,0,2,2,0,2,0,2,43.9,2695,0
0,1,1,0,51,1,2,1,2,0,0,0,0,0,0,1,2,77.5,3263,1
1,0,1,0,31,1,2,0,0,0,2,2,2,2,1,1,3,79.3,2133,0
1,1,1,0,69,1,2,1,2,2,0,0,0,0,0,1,1,84.9,4772,0
1,0,1,0,32,1,2,1,0,0,0,2,0,0,1,1,2,79.25,2265,0
0,0,0,0,21,1,0,0,2,2,0,2,2,0,2,0,1,71.05,948,0
1,0,0,0,52,1,0,0,2,0,2,0,0,0,1,0,2,53.75,2419,0
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.25,1318,0
0,0,1,0,72,0,1,0,0,2,2,0,2,2,2,1,2,54.2,3365,1
1,0,1,1,52,0,1,0,2,0,2,0,0,2,1,0,0,44.25,1913,0
0,0,0,0,41,1,0,0,0,0,0,2,0,0,1,0,0,50.05,1661,0
1,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.15,6031,0
0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,3,69.25,3574,1
1,0,1,1,67,1,2,0,2,2,2,2,0,0,1,1,1,69.35,3939,0
0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,3,19.35,2390,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,2,0,3,19.15,2969,0
1,0,1,0,35,1,0,0,2,2,2,0,0,0,0,0,3,61.0,1752,0
0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,20.5,357,0
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,2,50.5,4229,1
1,0,1,1,52,0,1,0,0,2,2,2,2,0,2,0,3,50.2,2212,0
0,0,0,0,70,1,0,0,2,0,2,2,2,2,2,0,0,79.6,4627,0
0,0,1,1,19,1,2,2,1,1,1,1,1,1,2,1,0,24.9,3952,0
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,5719,1
0,0,1,1,35,1,0,1,2,0,2,2,2,2,0,1,2,106.9,3227,0
0,0,0,0,32,1,2,1,0,0,2,0,2,2,0,1,2,101.35,2893,0
0,0,1,1,17,1,0,0,2,0,0,2,0,0,0,1,1,55.35,6372,0
0,0,1,1,67,1,0,0,0,2,0,0,0,0,1,0,1,50.55,2972,0
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,0,19.5,903,0
1,0,0,1,31,1,2,0,0,2,0,2,2,2,1,1,3,79.45,2238,1
1,0,0,0,4,1,2,1,2,0,0,0,2,0,0,0,2,90.65,3165,0
1,1,1,1,58,1,2,1,2,2,0,2,0,0,1,1,0,89.85,4316,0
1,0,0,0,60,1,0,0,2,0,2,2,2,2,1,0,3,79.0,4057,0
1,0,0,0,58,1,2,1,0,0,2,2,2,2,1,1,2,104.65,5051,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1485,0
0,0,1,1,27,1,0,2,1,1,1,1,1,1,2,0,3,19.9,4568,0
1,1,1,1,66,1,2,1,2,2,2,2,2,2,1,1,2,116.25,5943,0
1,0,0,0,15,1,2,1,2,0,0,0,2,0,0,1,0,87.75,443,0
1,1,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.05,4115,1
0,0,0,0,41,1,2,1,2,0,0,0,0,0,0,1,1,81.3,2776,0
1,0,1,0,59,0,1,0,0,0,0,0,2,2,0,1,2,44.3,2320,0
0,0,0,1,50,1,0,1,0,0,0,0,0,0,2,0,1,70.35,3063,0
1,0,1,1,17,0,1,0,2,0,2,0,2,0,1,0,1,44.45,5984,0
1,0,1,1,6,1,0,0,2,0,0,0,0,0,0,1,2,49.15,2548,0
1,1,1,0,51,0,1,0,0,2,0,0,0,0,0,1,1,29.45,844,0
1,0,0,0,44,1,0,1,0,2,0,2,2,2,0,0,2,100.55,3732,1
1,0,1,0,49,1,0,1,0,2,0,0,2,0,0,1,1,85.3,3652,0
1,0,0,0,2,1,0,1,0,2,0,0,2,2,0,0,2,95.65,1154,1
1,0,1,0,59,1,2,0,2,0,0,2,0,2,1,1,3,69.1,3490,0
1,1,0,0,50,1,2,0,2,2,0,0,2,0,0,1,0,70.35,2989,0
0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,20.6,520,0
1,0,0,0,18,1,2,1,0,0,0,0,0,0,0,0,3,74.15,698,0
1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,0,2,75.05,5941,0
1,0,1,0,14,1,0,0,0,0,0,0,0,0,1,0,2,44.6,5164,0
1,0,0,0,35,1,0,2,1,1,1,1,1,1,2,0,0,21.45,5545,0
1,0,1,1,8,1,0,0,0,0,0,0,0,0,1,1,3,43.45,2985,0
1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,0,20.05,2986,0
0,0,1,1,60,1,2,1,2,2,0,0,2,0,1,0,0,94.15,4791,0
0,0,0,0,1,1,0,1,0,0,2,0,2,2,0,0,2,94.4,6420,1
0,0,0,0,6,1,0,2,1,1,1,1,1,1,2,0,3,19.55,439,0
0,0,0,1,19,1,2,0,2,2,0,2,2,0,0,1,3,75.9,679,0
1,0,1,1,53,1,2,0,2,2,0,2,0,0,1,0,0,64.15,3026,0
1,1,1,0,72,1,2,1,2,2,2,0,2,2,2,1,0,109.55,5985,0
0,0,1,0,60,1,2,1,0,2,2,2,2,2,2,1,1,110.8,5287,0
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,55.0,4558,1
0,0,0,1,13,1,0,0,0,0,2,2,0,0,0,0,3,53.45,5615,0
0,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,1,69.95,2781,0
1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,101.45,21,1
1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,0,2,97.0,603,0
1,0,0,0,37,1,2,0,2,2,2,2,2,2,1,1,0,90.6,2914,0
1,0,1,0,64,1,0,1,2,0,0,0,0,0,0,1,3,73.55,4034,0
0,0,1,0,5,1,2,0,0,0,2,2,2,0,0,0,0,67.95,3038,1
0,0,1,0,61,1,2,1,0,2,0,2,0,2,2,1,0,94.35,4705,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.5,5446,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,18.85,1343,1
1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,0,3,19.4,4397,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,5442,1
1,0,1,0,24,1,0,2,1,1,1,1,1,1,2,0,3,19.75,4078,0
1,0,1,0,17,0,1,0,0,0,2,2,2,2,1,0,2,54.6,6407,0
0,0,0,1,26,0,1,0,0,0,2,0,0,0,0,1,3,29.8,5942,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,5449,1
1,1,1,0,40,1,2,1,2,0,0,0,2,2,0,0,2,101.85,3486,1
1,0,0,0,52,1,2,1,0,2,2,0,2,2,0,1,2,103.05,4473,0
0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,1,2,82.3,6100,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.3,1612,0
0,0,0,0,21,0,1,0,2,0,0,2,0,0,2,0,3,35.1,5869,0
0,0,1,0,67,1,2,1,0,2,2,0,2,2,1,1,0,105.7,5387,0
0,0,1,1,44,1,0,0,2,0,0,2,0,0,0,0,0,56.25,2062,0
1,0,1,1,70,0,1,0,0,2,2,2,2,2,1,0,2,60.35,3533,0
1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,2,79.25,2325,1
1,0,1,1,56,1,0,0,2,2,2,0,0,0,2,1,0,59.8,2990,0
0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,84.6,223,1
0,0,1,1,58,1,2,1,2,2,0,0,0,2,0,1,0,93.4,4516,1
0,0,1,1,42,1,2,1,0,0,0,0,2,2,0,1,2,94.2,3576,1
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.05,2148,1
0,0,1,1,46,1,2,1,2,0,2,2,0,2,2,0,3,99.65,3929,0
0,0,1,1,63,1,0,0,2,0,0,0,0,0,2,1,0,50.65,2804,0
1,0,0,0,11,1,0,0,0,2,2,2,0,0,0,1,2,60.9,5427,0
1,0,1,1,15,1,2,0,0,0,2,2,0,0,0,1,0,59.65,6259,0
1,0,1,0,72,0,1,0,2,2,2,2,2,2,2,1,2,64.7,4013,0
0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,1,1,25.1,5588,1
1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,48.95,4054,1
0,0,1,1,6,1,0,0,0,0,0,0,2,0,0,0,2,54.85,3075,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,3816,1
1,0,1,1,63,1,2,1,0,2,0,0,0,2,1,1,2,91.35,4760,0
1,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,2,85.85,1154,1
0,0,1,1,18,1,2,2,1,1,1,1,1,1,2,0,3,25.1,3641,0
0,0,1,0,43,0,1,0,2,0,0,2,0,0,0,0,0,34.0,916,0
0,0,0,0,15,0,1,0,2,2,2,2,0,0,1,0,3,45.9,5469,0
1,0,0,1,10,1,2,1,0,0,0,0,2,2,0,0,2,95.2,6397,1
1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,20.5,330,0
1,0,0,1,49,1,2,1,0,0,0,2,2,2,1,1,0,100.6,4287,1
1,0,1,1,6,1,0,0,0,2,2,0,0,0,0,1,3,55.3,2818,1
1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,20.35,843,0
1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,74.85,1007,1
1,1,1,0,63,0,1,0,2,0,0,2,0,0,1,0,0,36.1,1939,0
0,0,0,0,25,1,0,0,0,2,0,2,0,2,0,1,0,65.8,1167,0
0,1,0,0,18,1,0,2,1,1,1,1,1,1,1,0,0,20.35,3184,0
1,1,1,0,28,1,2,1,0,2,0,2,2,2,0,1,2,105.8,2591,0
0,1,0,0,53,1,0,1,2,2,0,2,0,2,1,1,3,96.75,4361,0
1,0,0,0,35,1,0,1,0,2,2,0,2,2,1,1,0,102.35,3134,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,24.4,2039,0
1,0,1,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.65,6000,1
1,0,0,0,2,1,0,1,0,0,2,2,0,0,0,1,2,79.85,938,1
0,0,1,0,26,1,0,0,0,2,0,2,2,2,0,1,2,73.05,1562,0
0,0,0,0,34,1,0,0,2,2,0,0,0,2,1,0,2,64.35,1682,0
0,0,0,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.5,3401,0
1,0,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,76.0,255,1
0,0,1,1,62,1,0,0,2,0,2,0,0,0,1,0,1,54.75,2968,0
0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,3679,1
0,0,0,0,9,1,0,0,2,2,0,0,2,2,0,1,2,74.65,5533,1
1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,2,51.15,507,0
1,1,1,0,68,0,1,0,2,2,2,0,0,0,2,1,2,41.95,2562,0
1,0,1,1,31,1,0,0,0,0,2,2,0,0,0,0,3,54.35,1123,0
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,56.25,4635,1
1,0,1,0,21,1,2,1,0,0,2,2,2,2,0,1,2,106.1,1883,1
0,0,1,0,63,1,0,1,0,2,0,0,2,2,1,1,2,96.0,4989,0
0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,79.75,1045,1
0,0,1,1,61,0,1,0,0,2,2,2,2,2,2,1,0,61.45,3223,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,68.65,5380,1
1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,19.65,3500,0
0,0,1,1,6,1,0,2,1,1,1,1,1,1,1,0,1,19.0,96,0
0,0,0,0,33,1,2,1,0,2,0,0,2,2,0,1,2,100.0,2884,0
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,0,20.25,2845,1
0,0,1,0,56,1,0,1,0,0,2,2,2,2,0,1,2,98.7,4684,0
1,0,0,1,23,1,0,2,1,1,1,1,1,1,1,0,3,19.8,3935,0
1,0,0,0,9,1,0,1,0,0,2,0,0,0,0,1,2,73.8,5540,0
0,1,1,0,14,1,2,1,0,2,0,0,2,2,0,1,2,100.2,663,1
1,0,1,1,15,1,2,1,0,0,0,0,0,0,0,1,0,74.9,204,1
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.05,6444,0
